id,masterCategory,gender,baseColour
39511,Accessories,Unisex,Orange
14609,Accessories,Men,Grey
33817,Apparel,Men,Navy Blue
58526,Apparel,Men,Blue
44179,Personal Care,Women,White
36559,Apparel,Men,Red
25972,Apparel,Women,Brown
29783,Apparel,Men,Purple
51699,Accessories,Unisex,Silver
3995,Apparel,Men,Blue
7509,Apparel,Women,Blue
2847,Apparel,Men,Purple
28651,Footwear,Men,Navy Blue
49666,Accessories,Men,Brown
16962,Accessories,Men,Brown
55239,Personal Care,Women,Skin
19116,Footwear,Unisex,Black
9493,Accessories,Unisex,Black
56221,Apparel,Men,Purple
10434,Apparel,Men,Blue
24601,Apparel,Women,Cream
21373,Apparel,Men,Black
59269,Accessories,Women,Silver
52681,Accessories,Men,Silver
45636,Apparel,Men,Navy Blue
4511,Footwear,Women,White
53753,Apparel,Men,Red
14094,Apparel,Men,Green
48915,Accessories,Women,Silver
17611,Apparel,Women,Pink
47161,Accessories,Men,Black
34493,Apparel,Women,Grey
6246,Apparel,Women,Pink
35541,Footwear,Girls,Blue
7394,Footwear,Men,Black
51004,Apparel,Women,Pink
48129,Accessories,Women,Mustard
27084,Footwear,Women,Blue
18659,Footwear,Men,Grey
54576,Apparel,Women,Mustard
26156,Apparel,Men,Brown
3734,Apparel,Men,Purple
51838,Apparel,Women,Black
29922,Accessories,Men,Black
42413,Apparel,Men,Grey
47353,Accessories,Women,Gold
23616,Personal Care,Men,Green
9800,Apparel,Women,Purple
17423,Accessories,Men,Steel
46281,Apparel,Women,Black
13083,Footwear,Men,Red
54744,Apparel,Women,Off White
6848,Footwear,Men,Blue
30201,Accessories,Unisex,Black
3506,Footwear,Women,White
42621,Accessories,Women,Gold
12151,Apparel,Women,Pink
26364,Apparel,Women,Grey
56013,Personal Care,Women,Brown
32556,Footwear,Men,Blue
33484,Accessories,Women,Silver
40176,Accessories,Men,Black
10606,Accessories,Women,Black
45404,Footwear,Women,Black
4723,Apparel,Girls,Blue
21141,Apparel,Women,Purple
41898,Personal Care,Men,Black
15374,Footwear,Men,White
39982,Footwear,Men,Black
38850,Apparel,Women,Pink
58189,Accessories,Women,Grey
53561,Accessories,Unisex,Pink
20093,Apparel,Women,Blue
16195,Apparel,Men,Yellow
51652,Accessories,Men,Black
29748,Accessories,Men,Brown
35317,Accessories,Women,Silver
18833,Accessories,Men,Black
6410,Footwear,Women,White
23272,Accessories,Women,White
17047,Footwear,Men,Brown
3162,Footwear,Women,White
42245,Apparel,Women,Pink
12535,Apparel,Men,Grey
26700,Footwear,Women,Pink
54320,Apparel,Women,Pink
43397,Accessories,Men,Black
9458,Apparel,Men,Red
30665,Accessories,Men,Black
1635,Footwear,Unisex,Red
38408,Accessories,Women,Black
40512,Accessories,Men,Silver
10262,Apparel,Men,Black
25185,Accessories,Women,Brown
56477,Personal Care,Women,Purple
53105,Accessories,Women,Silver
37440,Accessories,Men,Black
5295,Apparel,Women,Pink
15710,Footwear,Men,White
10050,Apparel,Men,Black
24265,Apparel,Men,White
4949,Apparel,Men,Blue
37672,Accessories,Unisex,Black
44380,Personal Care,Men,Black
45252,Accessories,Men,Black
4175,Footwear,Women,Black
35125,Accessories,Women,Black
51460,Apparel,Women,White
22192,Footwear,Men,Grey
23040,Apparel,Men,Charcoal
17275,Apparel,Men,Black
47505,Apparel,Men,Orange
6622,Footwear,Men,White
12707,Footwear,Men,White
26532,Footwear,Men,Beige
3350,Apparel,Men,Blue
31585,Apparel,Men,Olive
42077,Accessories,Men,Black
2282,Apparel,Men,Grey
54112,Footwear,Women,Black
16161,Footwear,Men,Black
22354,Apparel,Men,Grey
7536,Apparel,Men,White
19915,Accessories,Unisex,Pink
46611,Footwear,Women,Brown
34231,Apparel,Men,Lavender
23286,Accessories,Men,Black
50774,Footwear,Men,Black
2878,Footwear,Women,Brown
31743,Apparel,Men,Olive
3196,Apparel,Men,Green
49659,Apparel,Women,Green
55206,Personal Care,Women,Brown
19129,Footwear,Men,Olive
27626,Apparel,Men,Brown
13413,Apparel,Men,Blue
43363,Footwear,Women,White
30691,Footwear,Women,Silver
2044,Apparel,Men,White
10296,Footwear,Men,Navy Blue
25171,Accessories,Women,Brown
11344,Apparel,Men,Blue
56483,Personal Care,Women,Brown
41434,Footwear,Men,White
14636,Accessories,Women,Lavender
33828,Footwear,Men,Black
58519,Apparel,Women,White
20403,Accessories,Women,Brown
5261,Accessories,Unisex,Orange
44146,Personal Care,Women,Grey
45094,Apparel,Women,White
52023,Apparel,Men,Black
57763,Personal Care,Women,Cream
24291,Apparel,Men,Grey Melange
33226,Apparel,Women,Navy Blue
41606,Apparel,Men,Beige
11176,Apparel,Men,Grey
5053,Footwear,Men,Grey
37686,Accessories,Unisex,Grey
20631,Apparel,Men,Green
52211,Accessories,Women,Silver
4181,Footwear,Men,Brown
36754,Apparel,Girls,White
7704,Apparel,Women,Red
46423,Accessories,Women,White
16353,Apparel,Men,Purple
22166,Footwear,Men,Brown
17281,Apparel,Men,Grey
50546,Apparel,Men,Charcoal
34003,Apparel,Girls,White
55034,Personal Care,Women,Brown
31571,Apparel,Men,Black
42083,Accessories,Unisex,Brown
43151,Accessories,Men,Steel
23888,Footwear,Men,White
2276,Apparel,Men,Blue
27414,Apparel,Women,Navy Blue
13621,Apparel,Men,Grey
41262,Accessories,Men,Brown
25727,Accessories,Men,Navy Blue
11512,Footwear,Women,Brown
57307,Footwear,Women,Beige
33642,Footwear,Men,Navy Blue
21387,Footwear,Women,Beige
52675,Accessories,Men,Silver
5437,Apparel,Men,White
44710,Footwear,Men,Green
14060,Apparel,Men,Purple
20255,Apparel,Men,Blue
28038,Apparel,Men,Grey
47195,Footwear,Men,Black
34467,Accessories,Unisex,Black
46047,Accessories,Women,Gold
16737,Footwear,Men,Black
31929,Accessories,Women,Beige
49833,Footwear,Women,Pink
22502,Footwear,Women,Blue
28804,Apparel,Men,Blue
43535,Apparel,Women,Multi
2612,Footwear,Women,Black
27070,Accessories,Women,Brown
54582,Apparel,Women,Blue
13245,Apparel,Men,Black
12397,Accessories,Men,Brown
55450,Personal Care,Women,Pink
31115,Apparel,Boys,Blue
8328,Apparel,Boys,Blue
6080,Apparel,Men,Green
34655,Footwear,Men,White
50310,Accessories,Men,Blue
16505,Apparel,Men,Blue
8926,Accessories,Men,White
22730,Footwear,Men,Black
7152,Apparel,Women,Black
12999,Footwear,Women,Black
35787,Footwear,Women,Grey
46275,Apparel,Women,Blue
13077,Footwear,Men,White
43707,Accessories,Women,Gold
31327,Footwear,Men,Brown
26390,Apparel,Men,Purple
21989,Accessories,Women,Pink
41050,Accessories,Men,Brown
59893,Apparel,Women,Blue
58941,Accessories,Women,White
33470,Accessories,Women,Silver
40182,Apparel,Women,Blue
57135,Apparel,Women,Green
36102,Accessories,Men,Black
39976,Footwear,Men,Brown
52447,Apparel,Women,Black
53595,Accessories,Men,Black
20067,Accessories,Women,Green
5605,Footwear,Men,Brown
57909,Accessories,Women,Black
44522,Footwear,Men,White
57569,Personal Care,Women,Red
44942,Footwear,Men,Brown
39516,Accessories,Unisex,Orange
52827,Accessories,Women,White
45890,Accessories,Men,Black
25149,Accessories,Women,Black
5259,Accessories,Unisex,Purple
58521,Accessories,Men,Black
25975,Personal Care,Women,Orange
46629,Personal Care,Men,Blue
16159,Footwear,Men,Brown
3992,Apparel,Men,Black
29784,Apparel,Men,Red
28656,Footwear,Men,White
2840,Apparel,Men,White
34209,Apparel,Men,Black
19111,Apparel,Men,Red
8546,Footwear,Women,Brown
49661,Accessories,Women,Black
9494,Accessories,Unisex,Black
42887,Accessories,Women,Beige
55830,Apparel,Women,Pink
28464,Apparel,Women,Turquoise Blue
43955,Apparel,Men,Purple
31549,Apparel,Men,White
8774,Apparel,Men,Blue
22962,Footwear,Men,Black
19323,Apparel,Men,Navy Blue
13619,Apparel,Women,White
43169,Accessories,Women,Navy Blue
48581,Accessories,Men,Steel
5857,Accessories,Unisex,Black
4985,Footwear,Men,White
56689,Apparel,Men,Blue
39724,Apparel,Women,Pink
11972,Footwear,Men,White
27874,Apparel,Women,Black
28000,Apparel,Men,Blue
31911,Accessories,Women,Blue
47991,Accessories,Women,White
18695,Apparel,Men,White
8310,Accessories,Women,Grey
55468,Personal Care,Women,Maroon
19747,Accessories,Women,White
39340,Footwear,Men,Black
38292,Accessories,Men,Brown
14864,Accessories,Women,Red
40388,Apparel,Women,Red
36308,Footwear,Unisex,Yellow
14058,Apparel,Men,Black
44728,Footwear,Women,Purple
39172,Apparel,Women,Grey
36906,Accessories,Men,Grey
33448,Accessories,Women,Purple
58979,Personal Care,Men,Green
20863,Accessories,Men,Brown
41854,Accessories,Men,Navy Blue
59097,Apparel,Women,Lavender
57931,Apparel,Men,Grey Melange
58145,Accessories,Unisex,Black
40986,Apparel,Boys,White
28232,Personal Care,Men,Black
50328,Apparel,Women,Green
13873,Apparel,Men,Purple
22708,Footwear,Men,White
6884,Apparel,Women,Cream
7956,Apparel,Men,Grey
19575,Apparel,Women,Black
8122,Accessories,Men,Black
27880,Apparel,Women,White
47159,Accessories,Men,Black
17629,Apparel,Men,Blue
30837,Apparel,Women,White
29126,Accessories,Women,Purple
35579,Footwear,Women,Black
26952,Apparel,Women,Green
47965,Accessories,Men,Silver
13289,Apparel,Men,Black
48111,Apparel,Women,Brown
9236,Apparel,Men,Brown
51800,Apparel,Women,White
56219,Accessories,Women,Gold
15942,Accessories,Men,Black
14890,Accessories,Women,Purple
24639,Footwear,Men,Black
4529,Footwear,Women,White
59251,Accessories,Men,Black
1867,Apparel,Men,Blue
20299,Apparel,Women,Blue
21945,Accessories,Women,Brown
39186,Apparel,Women,Multi
38054,Accessories,Men,Black
20897,Footwear,Men,Navy Blue
21179,Footwear,Men,Black
59063,Apparel,Women,Blue
56817,Apparel,Men,Peach
53559,Apparel,Men,Purple
38868,Apparel,Girls,Grey
40972,Apparel,Girls,White
13887,Apparel,Men,Black
12955,Footwear,Men,Black
29314,Accessories,Unisex,Blue
9004,Accessories,Women,Silver
30239,Footwear,Men,White
18453,Personal Care,Women,White
6870,Apparel,Women,Pink
12169,Apparel,Women,Green
19581,Apparel,Men,White
42619,Accessories,Women,Gold
38430,Accessories,Women,Pink
45864,Footwear,Men,White
11388,Apparel,Men,Maroon
37478,Accessories,Women,Pink
24853,Apparel,Men,White
59407,Apparel,Women,Grey
15728,Footwear,Men,Grey
25981,Personal Care,Women,Turquoise Blue
3966,Apparel,Women,Red
22398,Apparel,Men,White
6428,Footwear,Unisex,Black
26738,Personal Care,Men,Blue
16991,Apparel,Men,White
48747,Accessories,Women,Silver
9460,Apparel,Men,White
17843,Footwear,Men,White
18037,Accessories,Women,Tan
54318,Apparel,Women,Red
51458,Apparel,Women,Black
29542,Apparel,Men,Red
42873,Accessories,Women,Brown
8780,Apparel,Men,Purple
18205,Apparel,Men,Navy Blue
48575,Accessories,Men,Steel
23844,Footwear,Men,White
9652,Apparel,Men,Black
38602,Apparel,Men,Grey
10068,Apparel,Men,White
4971,Apparel,Men,Green
32338,Accessories,Women,Blue
10854,Apparel,Men,Green
11986,Footwear,Men,White
36798,Accessories,Men,Silver
59635,Apparel,Women,Brown
50317,Accessories,Men,Red
6087,Apparel,Women,White
34652,Footwear,Men,Black
46272,Apparel,Women,Peach
7155,Apparel,Women,Beige
22737,Accessories,Unisex,Red
16502,Apparel,Men,Navy Blue
8921,Accessories,Men,White
43700,Apparel,Women,Green
13070,Footwear,Men,Black
18498,Footwear,Men,Black
7969,Footwear,Unisex,Black
31320,Apparel,Women,Off White
59894,Apparel,Women,Orange
11727,Apparel,Men,Black
36939,Personal Care,Women,White
57132,Apparel,Women,Multi
40185,Apparel,Women,White
33477,Accessories,Women,Brown
58946,Personal Care,Women,Grey
52440,Apparel,Women,Black
15387,Footwear,Men,Red
39971,Footwear,Men,Beige
36105,Accessories,Men,Black
44525,Footwear,Men,Black
5602,Footwear,Men,Brown
20060,Accessories,Women,Black
11515,Footwear,Women,Black
25720,Accessories,Women,Black
15989,Apparel,Men,White
41265,Accessories,Men,Brown
33645,Footwear,Women,Red
57300,Footwear,Women,Black
21380,Apparel,Men,Grey
20252,Apparel,Men,Navy Blue
14067,Apparel,Men,White
44717,Footwear,Men,Blue
5430,Apparel,Boys,Green
34460,Accessories,Men,Red
47192,Footwear,Men,Brown
22505,Footwear,Women,Grey
49834,Footwear,Women,Black
16730,Footwear,Men,Grey
46040,Accessories,Women,Gold
26999,Apparel,Women,Blue
7367,Footwear,Men,Brown
54585,Apparel,Women,Black
13242,Apparel,Men,Beige
27077,Footwear,Women,Blue
2615,Apparel,Men,Blue
43532,Apparel,Women,Grey Melange
49008,Accessories,Women,Silver
31112,Apparel,Boys,Yellow
12390,Accessories,Men,Blue
55457,Personal Care,Women,Pink
33221,Apparel,Women,Magenta
24296,Accessories,Men,Red
5868,Footwear,Unisex,Black
57764,Personal Care,Women,White
11171,Apparel,Men,Grey
25344,Apparel,Men,Burgundy
41601,Apparel,Men,Brown
5054,Footwear,Men,White
37681,Accessories,Unisex,Red
4186,Apparel,Girls,Navy Blue
36753,Apparel,Girls,Blue
22161,Footwear,Men,Brown
16354,Apparel,Men,White
46424,Accessories,Women,Black
7703,Apparel,Women,Black
34004,Apparel,Girls,White
17286,Apparel,Men,Grey Melange
50541,Apparel,Men,Navy Blue
42084,Accessories,Unisex,Brown
31576,Apparel,Men,Grey
55033,Personal Care,Women,Pink
34838,Footwear,Men,Navy Blue
27413,Apparel,Women,Grey Melange
9699,Footwear,Men,Black
2271,Apparel,Men,Red
43156,Accessories,Women,Silver
46616,Footwear,Women,Bronze
7531,Apparel,Men,Black
19912,Accessories,Unisex,Green
22353,Apparel,Men,Grey
16166,Footwear,Men,Brown
50773,Footwear,Men,Black
23281,Accessories,Men,Steel
55201,Personal Care,Women,Pink
3191,Apparel,Men,Green
17888,Apparel,Men,Green
30696,Accessories,Women,Black
43364,Footwear,Women,Silver
13414,Apparel,Men,Blue
27621,Apparel,Men,Green
57556,Personal Care,Women,Pink
52818,Accessories,Women,Red
41433,Footwear,Men,Black
11343,Apparel,Men,Blue
56484,Personal Care,Women,Gold
25176,Accessories,Women,Brown
5266,Accessories,Unisex,Grey
20404,Accessories,Women,Brown
14631,Accessories,Women,Grey
36561,Apparel,Men,Grey
45093,Apparel,Women,White
10057,Apparel,Men,White
57790,Personal Care,Women,Skin
56642,Apparel,Women,Black
32307,Accessories,Women,Black
44387,Personal Care,Women,Red
37675,Accessories,Unisex,Black
4172,Footwear,Men,White
45255,Accessories,Men,Black
15525,Footwear,Women,Black
21710,Accessories,Men,Cream
22195,Footwear,Men,Grey
54929,Apparel,Men,Yellow
6625,Footwear,Men,White
47502,Apparel,Men,Navy Blue
17272,Apparel,Men,Green
23047,Apparel,Women,Charcoal
42070,Accessories,Men,Black
49498,Footwear,Unisex,Black
3357,Apparel,Men,Black
31582,Apparel,Men,Blue
26535,Footwear,Men,Blue
12700,Footwear,Men,Black
54115,Footwear,Women,Brown
2285,Apparel,Men,Purple
35310,Accessories,Women,Silver
3959,Apparel,Women,Black
16192,Apparel,Men,Grey
51655,Accessories,Men,Black
17040,Footwear,Men,Blue
23275,Accessories,Men,White
18834,Accessories,Men,Brown
6417,Footwear,Unisex,Red
26707,Footwear,Men,Black
12532,Apparel,Women,Black
42242,Apparel,Women,Grey
3165,Footwear,Men,Black
30662,Accessories,Men,Black
43390,Accessories,Men,Black
48778,Accessories,Women,Silver
18008,Accessories,Unisex,Black
54327,Apparel,Women,Black
24050,Apparel,Men,Blue
44989,Accessories,Women,Silver
10265,Footwear,Men,Brown
40515,Accessories,Men,Cream
56470,Personal Care,Women,Magenta
25182,Accessories,Women,Brown
37447,Accessories,Men,Black
5292,Footwear,Men,Brown
53102,Accessories,Women,Silver
15717,Footwear,Men,Fluorescent Green
21522,Accessories,Women,Black
4340,Footwear,Men,Red
9807,Apparel,Men,Black
17424,Accessories,Men,White
23611,Personal Care,Women,Pink
6073,Apparel,Women,Black
47354,Accessories,Women,Olive
46286,Apparel,Women,Multi
51231,Apparel,Women,Orange
30206,Accessories,Men,Black
13084,Footwear,Men,White
26363,Apparel,Women,White
12156,Apparel,Women,Cream
42626,Accessories,Women,Gold
3501,Footwear,Men,Black
32551,Personal Care,Men,Black
59860,Personal Care,Women,Blue
56014,Personal Care,Women,Lavender
10601,Apparel,Men,Blue
40171,Accessories,Men,Black
33483,Accessories,Women,Navy Blue
39985,Footwear,Men,Olive
15373,Apparel,Women,Purple
21146,Apparel,Women,Grey
56828,Apparel,Men,Blue
4724,Apparel,Girls,Yellow
45403,Footwear,Women,Black
20094,Apparel,Women,Green
56226,Apparel,Men,Green
32763,Apparel,Men,Lavender
24606,Apparel,Men,Blue
10433,Apparel,Men,Black
4516,Footwear,Women,White
45631,Apparel,Men,White
15141,Apparel,Men,Blue
52686,Accessories,Men,Silver
53754,Apparel,Men,Olive
14093,Apparel,Men,Red
34494,Apparel,Women,Black
6241,Apparel,Women,White
47166,Accessories,Men,Brown
17616,Apparel,Women,Pink
30808,Apparel,Women,Red
29119,Accessories,Unisex,Black
51003,Apparel,Women,Burgundy
35546,Footwear,Girls,Red
7393,Footwear,Men,Brown
54571,Apparel,Women,Green
27083,Footwear,Women,Gold
9209,Footwear,Women,White
42414,Apparel,Men,Multi
29925,Accessories,Women,White
3733,Apparel,Men,Purple
26151,Apparel,Men,Navy Blue
12364,Apparel,Men,Blue
12909,Apparel,Men,Red
29348,Apparel,Men,Green
51252,Accessories,Men,Black
9864,Apparel,Men,Purple
17447,Accessories,Men,Black
23672,Footwear,Men,Purple
6010,Apparel,Men,Purple
47337,Accessories,Women,Olive
26300,Apparel,Men,Blue
12135,Apparel,Women,Pink
42645,Apparel,Women,Olive
9058,Footwear,Women,White
30265,Accessories,Men,Brown
43797,Accessories,Women,Red
54720,Apparel,Women,Off White
24457,Footwear,Men,Black
10662,Apparel,Men,Red
40112,Accessories,Unisex,Black
38008,Accessories,Men,Black
32532,Personal Care,Men,Blue
21919,Apparel,Women,Red
56077,Personal Care,Women,Brown
25585,Footwear,Men,Silver
57999,Apparel,Women,Brown
15310,Footwear,Men,Black
21125,Apparel,Women,Magenta
4747,Apparel,Men,Green
40320,Footwear,Women,Black
24665,Footwear,Unisex,Red
10450,Apparel,Men,Blue
57397,Apparel,Women,Pink
56245,Apparel,Men,White
11582,Apparel,Women,White
53737,Apparel,Men,Olive
44780,Footwear,Men,Navy Blue
37272,Apparel,Men,Black
4575,Footwear,Men,Blue
45652,Apparel,Men,White
15122,Apparel,Men,Brown
22592,Apparel,Men,Red
51060,Apparel,Women,Lavender
35525,Footwear,Girls,Pink
6222,Apparel,Women,Green
47105,Footwear,Boys,Green
17675,Footwear,Women,Turquoise Blue
29946,Accessories,Women,White
3750,Apparel,Men,Purple
31185,Accessories,Men,Brown
26132,Apparel,Men,Navy Blue
54512,Accessories,Women,Beige
2682,Apparel,Men,Navy Blue
30057,Accessories,Men,Grey
28894,Apparel,Women,Black
32364,Accessories,Men,Black
41696,Apparel,Men,Black
40744,Accessories,Women,Blue
10034,Apparel,Women,Black
4111,Footwear,Men,Black
45236,Accessories,Men,Black
59669,Apparel,Women,Yellow
15546,Footwear,Women,Bronze
14494,Footwear,Men,Black
6646,Footwear,Men,Black
47561,Footwear,Women,Beige
17211,Accessories,Men,Pink
23024,Apparel,Women,Pink
51404,Apparel,Men,Blue
55898,Personal Care,Women,Purple
7794,Apparel,Women,Brown
18259,Apparel,Women,Peach
54176,Accessories,Women,Gold
27484,Apparel,Women,Black
23818,Footwear,Unisex,Black
48529,Footwear,Men,Black
42013,Footwear,Men,White
3334,Accessories,Unisex,Blue
26556,Footwear,Men,Black
17023,Footwear,Women,Black
23216,Apparel,Women,Blue
18857,Apparel,Men,Navy Blue
6474,Footwear,Men,Black
46681,Personal Care,Women,Pink
19985,Apparel,Men,Blue
51636,Accessories,Women,Grey
30601,Apparel,Men,Black
13483,Footwear,Women,White
54344,Accessories,Men,Black
55296,Personal Care,Women,Purple
42221,Apparel,Women,Blue
32156,Accessories,Women,Black
56413,Footwear,Men,Brown
45838,Apparel,Women,Brown
40576,Apparel,Women,Maroon
1651,Apparel,Women,Pink
33084,Apparel,Men,Navy Blue
15774,Apparel,Men,Green
21541,Accessories,Women,Brown
4323,Apparel,Unisex,Green
20493,Accessories,Women,Purple
58589,Accessories,Women,Orange
11112,Apparel,Men,White
25327,Accessories,Men,White
32390,Apparel,Women,Purple
33242,Apparel,Men,White
57707,Personal Care,Women,Pink
36730,Apparel,Girls,Blue
21787,Accessories,Men,Brown
44310,Apparel,Men,Navy Blue
5037,Footwear,Men,White
34067,Apparel,Women,Cream
47595,Footwear,Women,Purple
50522,Apparel,Men,White
43909,Apparel,Women,Blue
28438,Accessories,Women,White
22102,Footwear,Men,Grey
16337,Apparel,Men,Blue
46447,Accessories,Men,White
54182,Accessories,Women,Green
13645,Footwear,Women,Brown
27470,Apparel,Women,Skin
2212,Apparel,Men,Green
43135,Personal Care,Men,Black
8728,Apparel,Men,Purple
12797,Apparel,Men,Black
35989,Apparel,Women,Black
55050,Personal Care,Women,Purple
50710,Apparel,Women,Black
6480,Apparel,Men,Black
34255,Apparel,Men,Navy Blue
46675,Personal Care,Women,Purple
7552,Apparel,Men,Orange
19971,Accessories,Men,Purple
22330,Apparel,Men,White
16105,Accessories,Women,Purple
43307,Apparel,Women,White
13477,Footwear,Women,Black
27642,Apparel,Men,Red
26790,Apparel,Men,White
55262,Personal Care,Women,Purple
16939,Accessories,Women,Brown
31727,Accessories,Women,Purple
41450,Footwear,Men,White
11320,Apparel,Men,Grey
25115,Accessories,Women,Gold
40582,Apparel,Women,Blue
33070,Apparel,Men,Orange
15780,Apparel,Men,Red
36502,Apparel,Women,White
25929,Apparel,Women,Black
44122,Personal Care,Women,Purple
5205,Apparel,Men,Grey
20467,Accessories,Women,Pink
14652,Apparel,Men,Black
7136,Apparel,Men,Green
22754,Apparel,Women,Navy Blue
8942,Apparel,Men,Pink
23686,Accessories,Unisex,Brown
34631,Footwear,Men,White
19529,Apparel,Men,Green
3596,Footwear,Men,Black
30291,Apparel,Men,Off White
43763,Accessories,Women,Gold
13013,Footwear,Women,Black
27226,Apparel,Women,Pink
57151,Apparel,Women,Peach
37888,Accessories,Unisex,Green
58925,Accessories,Women,Brown
33414,Accessories,Women,Green
41034,Accessories,Men,Black
11744,Apparel,Men,Green
56083,Personal Care,Women,Pink
25571,Footwear,Men,White
44546,Footwear,Men,Black
5661,Apparel,Men,Black
20003,Apparel,Men,White
52423,Apparel,Women,Blue
33626,Accessories,Women,Orange
24691,Footwear,Men,Brown
57363,Apparel,Women,Grey
11576,Apparel,Women,Cream
20231,Apparel,Women,Black
14004,Apparel,Men,Blue
44774,Footwear,Men,White
5453,Apparel,Men,Grey
37286,Apparel,Women,Brown
4581,Apparel,Women,Purple
36354,Accessories,Men,Black
49857,Accessories,Unisex,Black
16753,Accessories,Women,Black
7304,Apparel,Women,Pink
34403,Apparel,Men,Black
27828,Accessories,Men,Brown
50146,Footwear,Women,Red
55434,Personal Care,Women,Red
13221,Apparel,Men,Blue
27014,Apparel,Women,Blue
2676,Apparel,Women,Black
28860,Apparel,Men,Grey
39581,Footwear,Women,Red
32169,Accessories,Women,Navy Blue
10239,Accessories,Men,Steel
38453,Accessories,Women,Pink
40549,Accessories,Women,Black
59464,Accessories,Women,Silver
14699,Apparel,Men,Black
33887,Accessories,Men,Black
23229,Apparel,Women,Beige
18868,Apparel,Men,Navy Blue
7599,Footwear,Women,White
51609,Apparel,Women,Cream
48724,Accessories,Women,Silver
9403,Footwear,Women,White
17820,Footwear,Men,Brown
27689,Accessories,Women,Brown
18054,Accessories,Women,Grey
19186,Apparel,Men,Green
3139,Footwear,Women,Brown
54975,Apparel,Women,Black
6679,Footwear,Women,Black
42810,Apparel,Women,Black
29521,Accessories,Women,Pink
18266,Apparel,Women,Blue
54149,Accessories,Women,Silver
34890,Accessories,Women,Navy Blue
23827,Footwear,Unisex,Green
48516,Apparel,Women,Pink
9631,Apparel,Men,Blue
4912,Apparel,Women,Pink
38661,Footwear,Men,Blue
33289,Apparel,Men,White
45209,Accessories,Women,Black
59656,Apparel,Women,Blue
15579,Apparel,Men,White
10837,Apparel,Men,Pink
37629,Apparel,Girls,Blue
16798,Apparel,Men,Black
31986,Accessories,Men,Brown
29145,Apparel,Women,Peach
26931,Apparel,Women,Black
28097,Apparel,Men,Navy Blue
30854,Apparel,Women,Beige
8387,Apparel,Men,Navy Blue
29979,Accessories,Women,White
12338,Apparel,Women,Blue
18602,Footwear,Men,White
48172,Accessories,Women,Cream
9255,Apparel,Men,Green
30068,Accessories,Men,Silver
38205,Accessories,Women,Silver
25788,Apparel,Men,Beige
15921,Accessories,Unisex,Black
1804,Apparel,Men,Black
53708,Accessories,Women,Mustard
5498,Apparel,Men,White
21328,Accessories,Men,Black
59232,Accessories,Men,Black
24468,Footwear,Men,Brown
38037,Accessories,Men,Orange
21926,Apparel,Women,Blue
36991,Accessories,Women,Pink
56048,Personal Care,Women,Maroon
56874,Footwear,Women,Yellow
4778,Apparel,Women,White
12936,Apparel,Men,White
8989,Footwear,Unisex,Black
47308,Accessories,Women,Purple
48340,Accessories,Women,Silver
9067,Apparel,Men,White
18430,Accessories,Unisex,Black
6813,Footwear,Men,Grey
31972,Footwear,Men,Grey
49868,Accessories,Men,White
22559,Personal Care,Men,Red
28063,Apparel,Men,White
50179,Accessories,Women,Beige
51897,Accessories,Women,Purple
8373,Accessories,Men,Navy Blue
49054,Accessories,Women,Silver
19724,Apparel,Women,Green
46820,Footwear,Women,White
48186,Accessories,Women,Beige
50945,Apparel,Women,Blue
2649,Accessories,Women,Black
14807,Accessories,Women,Black
33619,Accessories,Women,Green
11549,Apparel,Women,Grey
41239,Accessories,Men,Brown
39323,Apparel,Girls,Blue
58314,Accessories,Men,White
57952,Apparel,Women,Off White
44579,Apparel,Men,Blue
41837,Footwear,Men,Grey
56880,Footwear,Women,Blue
7109,Accessories,Unisex,Grey
28251,Personal Care,Men,Purple
13810,Accessories,Men,White
7935,Apparel,Men,Black
55639,Footwear,Women,Black
19516,Apparel,Men,Black
8141,Accessories,Women,Black
49266,Accessories,Men,Navy Blue
9093,Accessories,Women,Multi
27219,Apparel,Women,Lavender
39575,Footwear,Women,Beige
44921,Apparel,Men,Blue
52078,Apparel,Men,White
33873,Accessories,Men,Black
58542,Accessories,Men,Black
20458,Accessories,Women,Pink
28635,Footwear,Men,White
2823,Footwear,Men,Black
13448,Apparel,Women,Pink
19172,Apparel,Men,Navy Blue
16906,Apparel,Men,Maroon
31718,Accessories,Women,Silver
8525,Accessories,Unisex,Black
49602,Footwear,Women,Grey
54981,Apparel,Women,White
34058,Apparel,Boys,Navy Blue
43936,Footwear,Women,Black
55853,Personal Care,Women,Red
46478,Accessories,Women,White
34864,Accessories,Women,Black
18292,Apparel,Women,Brown
19340,Apparel,Men,Black
25318,Accessories,Men,White
5834,Apparel,Men,White
57738,Personal Care,Women,Black
11911,Footwear,Men,Black
58770,Apparel,Men,Grey
53398,Apparel,Women,Maroon
5008,Apparel,Women,Blue
24696,Footwear,Men,Red
33621,Accessories,Women,Purple
25744,Accessories,Men,Brown
11571,Apparel,Women,Purple
5454,Apparel,Men,Black
37281,Apparel,Women,Black
44773,Footwear,Men,White
14003,Apparel,Men,Yellow
20236,Apparel,Women,Red
52616,Accessories,Women,Beige
4586,Accessories,Unisex,Red
36353,Accessories,Men,Blue
7303,Apparel,Women,Black
16754,Accessories,Women,Silver
22561,Accessories,Women,Maroon
29189,Accessories,Men,Black
17686,Footwear,Women,Multi
30898,Apparel,Women,Black
34404,Apparel,Men,Black
55433,Personal Care,Women,Brown
46818,Footwear,Women,Brown
